Region, Date, Frequency, Value
India, 13-11-2020, D,6.41
India, 14-11-2020, D,6.33
India, 15-11-2020, D,6.33
India, 16-11-2020, D,6.45
India, 17-11-2020, D,6.57
India, 18-11-2020, D,6.63
India, 19-11-2020, D,6.66
India, 20-11-2020, D,6.67
India, 21-11-2020, D,6.57
India, 22-11-2020, D,6.57
India, 23-11-2020, D,6.45
India, 24-11-2020, D,6.51
India, 25-11-2020, D,6.51
India, 26-11-2020, D,6.63
India, 27-11-2020, D,6.49
India, 28-11-2020, D,6.47
India, 29-11-2020, D,6.6
India, 30-11-2020, D,6.6
India, 01-12-2020, D,6.64
India, 02-12-2020, D,6.74
India, 03-12-2020, D,6.61
India, 04-12-2020, D,6.75
India, 05-12-2020, D,6.8
India, 06-12-2020, D,7.03
India, 07-12-2020, D,7.21
India, 08-12-2020, D,7.4
India, 09-12-2020, D,7.6
India, 10-12-2020, D,7.75
India, 11-12-2020, D,7.86
India, 12-12-2020, D,7.84
India, 13-12-2020, D,7.93
India, 14-12-2020, D,7.99
India, 15-12-2020, D,8.07
India, 16-12-2020, D,8.19
India, 17-12-2020, D,8.14
India, 18-12-2020, D,8.34
India, 19-12-2020, D,8.29
India, 20-12-2020, D,8.49
India, 21-12-2020, D,8.46
India, 22-12-2020, D,8.69
India, 23-12-2020, D,9.61
India, 24-12-2020, D,9.74
India, 25-12-2020, D,9.83
India, 26-12-2020, D,9.84
India, 27-12-2020, D,9.88
India, 28-12-2020, D,9.09
India, 29-12-2020, D,9.27
India, 30-12-2020, D,9.15
India, 31-12-2020, D,9.05
India, 01-01-2021, D,9.07
India, 02-01-2021, D,9.24
India, 03-01-2021, D,9.26
India, 04-01-2021, D,9.31
India, 05-01-2021, D,9.19
India, 06-01-2021, D,9.16
India, 07-01-2021, D,8.95
India, 08-01-2021, D,8.76
India, 09-01-2021, D,8.69
India, 10-01-2021, D,8.49
India, 11-01-2021, D,8.47
India, 12-01-2021, D,8.34
India, 13-01-2021, D,8.24
India, 14-01-2021, D,8.15
India, 15-01-2021, D,7.86
India, 16-01-2021, D,7.71
India, 17-01-2021, D,7.41
India, 18-01-2021, D,7.32
India, 19-01-2021, D,7.28
India, 20-01-2021, D,7.24
India, 21-01-2021, D,7.23
India, 22-01-2021, D,7.09
India, 23-01-2021, D,6.79
India, 24-01-2021, D,6.63
India, 25-01-2021, D,6.53
India, 26-01-2021, D,6.5
India, 27-01-2021, D,6.53
India, 28-01-2021, D,6.48
India, 29-01-2021, D,6.46
India, 30-01-2021, D,6.49
India, 31-01-2021, D,6.43
India, 01-02-2021, D,6.4
India, 02-02-2021, D,6.35
India, 03-02-2021, D,6.23
India, 04-02-2021, D,6.25
India, 05-02-2021, D,6.26
India, 06-02-2021, D,6.3
India, 07-02-2021, D,6.32
India, 08-02-2021, D,6.34
India, 09-02-2021, D,6.4
India, 10-02-2021, D,6.38
India, 11-02-2021, D,6.47
India, 12-02-2021, D,6.62
India, 13-02-2021, D,6.65
India, 14-02-2021, D,6.7
India, 15-02-2021, D,6.82
India, 16-02-2021, D,6.89
India, 17-02-2021, D,6.92
India, 18-02-2021, D,6.94
India, 19-02-2021, D,6.92
India, 20-02-2021, D,6.88
India, 21-02-2021, D,6.88
India, 22-02-2021, D,6.85
India, 23-02-2021, D,6.94
India, 24-02-2021, D,6.95
India, 25-02-2021, D,7.05
India, 26-02-2021, D,7.03
India, 27-02-2021, D,6.98
India, 28-02-2021, D,6.99
India, 01-03-2021, D,6.91
India, 02-03-2021, D,6.89
India, 03-03-2021, D,6.85
India, 04-03-2021, D,6.8
India, 05-03-2021, D,6.8
India, 06-03-2021, D,6.74
India, 07-03-2021, D,6.69
India, 08-03-2021, D,6.64
India, 09-03-2021, D,6.57
India, 10-03-2021, D,6.52
India, 11-03-2021, D,6.54
India, 12-03-2021, D,6.57
India, 13-03-2021, D,6.56
India, 14-03-2021, D,6.48
India, 15-03-2021, D,6.52
India, 16-03-2021, D,6.56
India, 17-03-2021, D,6.53
India, 18-03-2021, D,6.56
India, 19-03-2021, D,6.56
India, 20-03-2021, D,6.53
India, 21-03-2021, D,6.53
India, 22-03-2021, D,6.53
India, 23-03-2021, D,6.49
India, 24-03-2021, D,6.48
India, 25-03-2021, D,6.52
India, 26-03-2021, D,6.51
India, 27-03-2021, D,6.45
India, 28-03-2021, D,6.46
India, 29-03-2021, D,6.48
India, 30-03-2021, D,6.49
India, 31-03-2021, D,6.59
India, 01-04-2021, D,6.5
India, 02-04-2021, D,6.5
India, 03-04-2021, D,6.66
India, 04-04-2021, D,6.81
India, 05-04-2021, D,6.86
India, 06-04-2021, D,6.81
India, 07-04-2021, D,6.9
India, 08-04-2021, D,7.04
India, 09-04-2021, D,7
India, 10-04-2021, D,7.03
India, 11-04-2021, D,7.08
India, 12-04-2021, D,7.1
India, 13-04-2021, D,7.13
India, 14-04-2021, D,7.17
India, 15-04-2021, D,7.21
India, 16-04-2021, D,7.31
India, 17-04-2021, D,7.37
India, 18-04-2021, D,7.39
India, 19-04-2021, D,7.36
India, 20-04-2021, D,7.46
India, 21-04-2021, D,7.62
India, 22-04-2021, D,7.65
India, 23-04-2021, D,7.74
India, 24-04-2021, D,7.79
India, 25-04-2021, D,7.8
India, 26-04-2021, D,7.82
India, 27-04-2021, D,7.88
India, 28-04-2021, D,7.79
India, 29-04-2021, D,7.79
India, 30-04-2021, D,7.78
India, 01-05-2021, D,7.91
India, 02-05-2021, D,7.96
India, 03-05-2021, D,7.91
India, 04-05-2021, D,7.73
India, 05-05-2021, D,7.7
India, 06-05-2021, D,7.97
India, 07-05-2021, D,7.83
India, 08-05-2021, D,7.95
India, 09-05-2021, D,8.15
India, 10-05-2021, D,8.19
India, 11-05-2021, D,8.35
India, 12-05-2021, D,8.52
India, 13-05-2021, D,8.65
India, 14-05-2021, D,8.75
India, 15-05-2021, D,8.82
India, 16-05-2021, D,8.89
India, 17-05-2021, D,9.11
India, 18-05-2021, D,9.46
India, 19-05-2021, D,9.71
India, 20-05-2021, D,9.98
India, 21-05-2021, D,10.26
India, 22-05-2021, D,10.34
India, 23-05-2021, D,10.59
India, 24-05-2021, D,10.77
India, 25-05-2021, D,11.03
India, 26-05-2021, D,11.17
India, 27-05-2021, D,11.33
India, 28-05-2021, D,11.58
India, 29-05-2021, D,11.82
India, 30-05-2021, D,11.83
India, 31-05-2021, D,11.92
India, 01-06-2021, D,11.86
India, 02-06-2021, D,12.14
India, 03-06-2021, D,12.38
India, 04-06-2021, D,12.58
India, 05-06-2021, D,12.74
India, 06-06-2021, D,12.98
India, 07-06-2021, D,12.99
India, 08-06-2021, D,12.81
India, 09-06-2021, D,12.66
India, 10-06-2021, D,12.45
India, 11-06-2021, D,12.35
India, 12-06-2021, D,12.17
India, 13-06-2021, D,11.96
India, 14-06-2021, D,11.75
India, 15-06-2021, D,11.58
India, 16-06-2021, D,11.44
India, 17-06-2021, D,11.22
India, 18-06-2021, D,11.13
India, 19-06-2021, D,10.97
India, 20-06-2021, D,10.75
India, 21-06-2021, D,10.6
India, 22-06-2021, D,10.36
India, 23-06-2021, D,10.1
India, 24-06-2021, D,10
India, 25-06-2021, D,9.89
India, 26-06-2021, D,9.74
India, 27-06-2021, D,9.71
India, 28-06-2021, D,9.53
India, 29-06-2021, D,9.35
India, 30-06-2021, D,9.2
India, 01-07-2021, D,9.11
India, 02-07-2021, D,8.92
India, 03-07-2021, D,8.71
India, 04-07-2021, D,8.47
India, 05-07-2021, D,8.26
India, 06-07-2021, D,8.01
India, 07-07-2021, D,7.88
India, 08-07-2021, D,7.96
India, 09-07-2021, D,7.98
India, 10-07-2021, D,8.11
India, 11-07-2021, D,8.05
India, 12-07-2021, D,7.86
India, 13-07-2021, D,7.81
India, 14-07-2021, D,7.74
India, 15-07-2021, D,7.68
India, 16-07-2021, D,7.61
India, 17-07-2021, D,7.56
India, 18-07-2021, D,7.41
India, 19-07-2021, D,7.3
India, 20-07-2021, D,7.25
India, 21-07-2021, D,7.23
India, 22-07-2021, D,7.24
India, 23-07-2021, D,7.26
India, 24-07-2021, D,7.17
India, 25-07-2021, D,7.09
India, 26-07-2021, D,7.02
India, 27-07-2021, D,6.89
India, 28-07-2021, D,6.94
India, 29-07-2021, D,6.93
India, 30-07-2021, D,6.96
India, 31-07-2021, D,7.01
India, 01-08-2021, D,7.04
India, 02-08-2021, D,7.02
India, 03-08-2021, D,7.04
India, 04-08-2021, D,7.06
India, 05-08-2021, D,7.2
India, 06-08-2021, D,7.22
India, 07-08-2021, D,7.22
India, 08-08-2021, D,7.24
India, 09-08-2021, D,7.16
India, 10-08-2021, D,7.23
India, 11-08-2021, D,7.36
India, 12-08-2021, D,7.46
India, 13-08-2021, D,7.47
India, 14-08-2021, D,7.42
India, 15-08-2021, D,7.42
India, 16-08-2021, D,7.43
India, 17-08-2021, D,7.61
India, 18-08-2021, D,7.62
India, 19-08-2021, D,7.62
India, 20-08-2021, D,7.54
India, 21-08-2021, D,7.58
India, 22-08-2021, D,7.57
India, 23-08-2021, D,7.91
India, 24-08-2021, D,7.98
India, 25-08-2021, D,7.88
India, 26-08-2021, D,7.97
India, 27-08-2021, D,7.93
India, 28-08-2021, D,8.07
India, 29-08-2021, D,8.14
India, 30-08-2021, D,8.13
India, 31-08-2021, D,8.12
India, 01-09-2021, D,8.16
India, 02-09-2021, D,8.19
India, 03-09-2021, D,8.25
India, 04-09-2021, D,8.2
India, 05-09-2021, D,8.28
India, 06-09-2021, D,8.34
India, 07-09-2021, D,8.29
India, 08-09-2021, D,8.28
India, 09-09-2021, D,8.13
India, 10-09-2021, D,8.06
India, 11-09-2021, D,8
India, 12-09-2021, D,7.94
India, 13-09-2021, D,7.9
India, 14-09-2021, D,7.84
India, 15-09-2021, D,7.75
India, 16-09-2021, D,7.58
India, 17-09-2021, D,7.57
India, 18-09-2021, D,7.46
India, 19-09-2021, D,7.46
India, 20-09-2021, D,7.51
India, 21-09-2021, D,7.46
India, 22-09-2021, D,7.38
India, 23-09-2021, D,7.26
India, 24-09-2021, D,7.12
India, 25-09-2021, D,7.07
India, 26-09-2021, D,6.98
India, 27-09-2021, D,6.93
India, 28-09-2021, D,6.87
India, 29-09-2021, D,6.84
India, 30-09-2021, D,6.86
India, 01-10-2021, D,6.81
India, 02-10-2021, D,6.81
India, 03-10-2021, D,6.78
India, 04-10-2021, D,6.75
India, 05-10-2021, D,6.77
India, 06-10-2021, D,6.69
India, 07-10-2021, D,6.74
India, 08-10-2021, D,6.77
India, 09-10-2021, D,6.87
India, 10-10-2021, D,6.9
India, 11-10-2021, D,6.96
India, 12-10-2021, D,7.1
India, 13-10-2021, D,7.17
India, 14-10-2021, D,7.2
India, 15-10-2021, D,7.3
India, 16-10-2021, D,7.34
India, 17-10-2021, D,7.31
India, 18-10-2021, D,7.38
India, 19-10-2021, D,7.53
India, 20-10-2021, D,7.51
India, 21-10-2021, D,7.58
India, 22-10-2021, D,7.63
India, 23-10-2021, D,7.66
India, 24-10-2021, D,7.85
India, 25-10-2021, D,7.95
India, 26-10-2021, D,7.97
India, 27-10-2021, D,7.92
India, 28-10-2021, D,7.88
India, 29-10-2021, D,7.85
India, 30-10-2021, D,7.72
India, 31-10-2021, D,7.72
India, 01-11-2021, D,7.65
India, 02-11-2021, D,7.57
India, 03-11-2021, D,7.58
India, 04-11-2021, D,7.45
India, 05-11-2021, D,7.52
India, 06-11-2021, D,7.42
India, 07-11-2021, D,7.35
India, 08-11-2021, D,7.26
India, 09-11-2021, D,7.22
India, 10-11-2021, D,7.14
India, 11-11-2021, D,7.18
India, 12-11-2021, D,7.13
India, 13-11-2021, D,7.1
India, 14-11-2021, D,7.05
India, 15-11-2021, D,7.1
India, 16-11-2021, D,7.17
India, 17-11-2021, D,7.22
India, 18-11-2021, D,7.07
India, 19-11-2021, D,7.15
India, 20-11-2021, D,7.09
India, 21-11-2021, D,7.13
India, 22-11-2021, D,7.17
India, 23-11-2021, D,7.19
India, 24-11-2021, D,7.07
India, 25-11-2021, D,6.98
India, 26-11-2021, D,7
India, 27-11-2021, D,7.04
India, 28-11-2021, D,7.08
India, 29-11-2021, D,7.13
India, 30-11-2021, D,7
India, 01-12-2021, D,7.05
India, 02-12-2021, D,7.09
India, 03-12-2021, D,7.13
India, 04-12-2021, D,7.22
India, 05-12-2021, D,7.24
India, 06-12-2021, D,7.24
India, 07-12-2021, D,7.3
India, 08-12-2021, D,7.3
India, 09-12-2021, D,7.38
India, 10-12-2021, D,7.44
India, 11-12-2021, D,7.36
India, 12-12-2021, D,7.35
India, 13-12-2021, D,7.39
India, 14-12-2021, D,7.43
India, 15-12-2021, D,7.44
India, 16-12-2021, D,7.51
India, 17-12-2021, D,7.56
India, 18-12-2021, D,7.6
India, 19-12-2021, D,7.48
India, 20-12-2021, D,7.56
India, 21-12-2021, D,7.41
India, 22-12-2021, D,7.48
India, 23-12-2021, D,7.63
India, 24-12-2021, D,7.73
India, 25-12-2021, D,7.8
India, 26-12-2021, D,7.79
India, 27-12-2021, D,7.77
India, 28-12-2021, D,7.77
India, 29-12-2021, D,7.73
India, 30-12-2021, D,8.01
India, 31-12-2021, D,7.84
India, 01-01-2022, D,7.86
India, 02-01-2022, D,7.82
India, 03-01-2022, D,7.74
India, 04-01-2022, D,7.72
India, 05-01-2022, D,7.63
India, 06-01-2022, D,7.58
India, 07-01-2022, D,7.66
India, 08-01-2022, D,7.42
India, 09-01-2022, D,7.5
India, 10-01-2022, D,7.55
India, 11-01-2022, D,7.52
India, 12-01-2022, D,7.43
India, 13-01-2022, D,7.3
India, 14-01-2022, D,7.24
India, 15-01-2022, D,7.06
India, 16-01-2022, D,6.98
India, 17-01-2022, D,7.11
India, 18-01-2022, D,7.05
India, 19-01-2022, D,7
India, 20-01-2022, D,7.05
India, 21-01-2022, D,7
India, 22-01-2022, D,6.95
India, 23-01-2022, D,6.9
India, 24-01-2022, D,6.88
India, 25-01-2022, D,6.87
India, 26-01-2022, D,6.78
India, 27-01-2022, D,6.73
India, 28-01-2022, D,6.73
India, 29-01-2022, D,6.64
India, 30-01-2022, D,6.55
India, 31-01-2022, D,6.56
India, 01-02-2022, D,6.62
India, 02-02-2022, D,6.67
India, 03-02-2022, D,6.65
India, 04-02-2022, D,6.72
India, 05-02-2022, D,6.86
India, 06-02-2022, D,6.84
India, 07-02-2022, D,6.97
India, 08-02-2022, D,6.99
India, 09-02-2022, D,7.09
India, 10-02-2022, D,7.24
India, 11-02-2022, D,7.31
India, 12-02-2022, D,7.59
India, 13-02-2022, D,7.56
India, 14-02-2022, D,7.64
India, 15-02-2022, D,7.59
India, 16-02-2022, D,7.57
India, 17-02-2022, D,7.55
India, 18-02-2022, D,7.55
India, 19-02-2022, D,7.63
India, 20-02-2022, D,7.75
India, 21-02-2022, D,7.89
India, 22-02-2022, D,8.06
India, 23-02-2022, D,8.23
India, 24-02-2022, D,8.11
India, 25-02-2022, D,8.15
India, 26-02-2022, D,8.06
India, 27-02-2022, D,8.07
India, 28-02-2022, D,8.1
India, 01-03-2022, D,8.17
India, 02-03-2022, D,8.13
India, 03-03-2022, D,8.07
India, 04-03-2022, D,8.06
India, 05-03-2022, D,7.98
India, 06-03-2022, D,7.9
India, 07-03-2022, D,7.75
India, 08-03-2022, D,7.77
India, 09-03-2022, D,7.77
India, 10-03-2022, D,7.58
India, 11-03-2022, D,7.45
India, 12-03-2022, D,7.37
India, 13-03-2022, D,7.38
India, 14-03-2022, D,7.24
India, 15-03-2022, D,7.19
India, 16-03-2022, D,7.19
India, 17-03-2022, D,7.23
India, 18-03-2022, D,7.38
India, 19-03-2022, D,7.5
India, 20-03-2022, D,7.48
India, 21-03-2022, D,7.44
India, 22-03-2022, D,7.46
India, 23-03-2022, D,7.29
India, 24-03-2022, D,7.25
India, 25-03-2022, D,7.29
India, 26-03-2022, D,7.39
India, 27-03-2022, D,7.46
India, 28-03-2022, D,7.47
India, 29-03-2022, D,7.45
India, 30-03-2022, D,7.54
India, 31-03-2022, D,7.49
India, 01-04-2022, D,7.54
India, 02-04-2022, D,7.54
India, 03-04-2022, D,7.64
India, 04-04-2022, D,7.75
India, 05-04-2022, D,7.73
India, 06-04-2022, D,7.92
India, 07-04-2022, D,7.97
India, 08-04-2022, D,7.82
India, 09-04-2022, D,7.91
India, 10-04-2022, D,7.87
India, 11-04-2022, D,7.91
India, 12-04-2022, D,7.82
India, 13-04-2022, D,7.9
India, 14-04-2022, D,8
India, 15-04-2022, D,8.04
India, 16-04-2022, D,8.06
India, 17-04-2022, D,7.99
India, 18-04-2022, D,7.93
India, 19-04-2022, D,8.02
India, 20-04-2022, D,8.01
India, 21-04-2022, D,7.86
India, 22-04-2022, D,8.09
India, 23-04-2022, D,8.12
India, 24-04-2022, D,8.09
India, 25-04-2022, D,7.9
India, 26-04-2022, D,7.62
India, 27-04-2022, D,7.63
India, 28-04-2022, D,7.71
India, 29-04-2022, D,7.63
India, 30-04-2022, D,7.75
India, 01-05-2022, D,7.82
India, 02-05-2022, D,7.88
India, 03-05-2022, D,7.79
India, 04-05-2022, D,7.81
India, 05-05-2022, D,7.77
India, 06-05-2022, D,7.67
India, 07-05-2022, D,7.64
India, 08-05-2022, D,7.79
India, 09-05-2022, D,7.8
India, 10-05-2022, D,7.81
India, 11-05-2022, D,7.57
India, 12-05-2022, D,7.51
India, 13-05-2022, D,7.34
India, 14-05-2022, D,7.46
India, 15-05-2022, D,7.32
India, 16-05-2022, D,7.28
India, 17-05-2022, D,7.31
India, 18-05-2022, D,7.31
India, 19-05-2022, D,7.29
India, 20-05-2022, D,7.22
India, 21-05-2022, D,7.26
India, 22-05-2022, D,7.2
India, 23-05-2022, D,7.21
India, 24-05-2022, D,7.11
India, 25-05-2022, D,7.13
India, 26-05-2022, D,7.19
India, 27-05-2022, D,7.24
India, 28-05-2022, D,7.23
India, 29-05-2022, D,7.22
India, 30-05-2022, D,7.13
India, 31-05-2022, D,7.08
India, 01-06-2022, D,7.13
India, 02-06-2022, D,7.2
India, 03-06-2022, D,7.22
India, 04-06-2022, D,7.19
India, 05-06-2022, D,7.2
India, 06-06-2022, D,7.22
India, 07-06-2022, D,7.13
India, 08-06-2022, D,7.21
India, 09-06-2022, D,7.22
India, 10-06-2022, D,7.3
India, 11-06-2022, D,7.36
India, 12-06-2022, D,7.47
India, 13-06-2022, D,7.27
India, 14-06-2022, D,7.5
India, 15-06-2022, D,7.45
India, 16-06-2022, D,7.53
India, 17-06-2022, D,7.54
India, 18-06-2022, D,7.63
India, 19-06-2022, D,7.71
India, 20-06-2022, D,7.73
India, 21-06-2022, D,7.78
India, 22-06-2022, D,7.8
India, 23-06-2022, D,7.9
India, 24-06-2022, D,8
India, 25-06-2022, D,8.04
India, 26-06-2022, D,7.99
India, 27-06-2022, D,7.87
India, 28-06-2022, D,7.78
India, 29-06-2022, D,7.76
India, 30-06-2022, D,7.79
India, 01-07-2022, D,7.76
India, 02-07-2022, D,7.75
India, 03-07-2022, D,7.74
India, 04-07-2022, D,7.66
India, 05-07-2022, D,7.65
India, 06-07-2022, D,7.66
India, 07-07-2022, D,7.61
India, 08-07-2022, D,7.58
India, 09-07-2022, D,7.6
India, 10-07-2022, D,7.51
India, 11-07-2022, D,7.4
India, 12-07-2022, D,7.33
India, 13-07-2022, D,7.46
India, 14-07-2022, D,7.29
India, 15-07-2022, D,7.33
India, 16-07-2022, D,7.13
India, 17-07-2022, D,7.17
India, 18-07-2022, D,7.06
India, 19-07-2022, D,7.19
India, 20-07-2022, D,7.22
India, 21-07-2022, D,7.26
India, 22-07-2022, D,7.26
India, 23-07-2022, D,6.93
India, 24-07-2022, D,6.69
India, 25-07-2022, D,6.56
India, 26-07-2022, D,6.65
India, 27-07-2022, D,6.71
India, 28-07-2022, D,6.76
India, 29-07-2022, D,6.82
India, 30-07-2022, D,6.95
India, 31-07-2022, D,6.87
India, 01-08-2022, D,6.94
India, 02-08-2022, D,6.91
India, 03-08-2022, D,7.1
India, 04-08-2022, D,7.29
India, 05-08-2022, D,7.31
India, 06-08-2022, D,7.35
India, 07-08-2022, D,7.39
India, 08-08-2022, D,7.37
India, 09-08-2022, D,7.43
India, 10-08-2022, D,7.6
India, 11-08-2022, D,7.65
India, 12-08-2022, D,7.66
India, 13-08-2022, D,7.62
India, 14-08-2022, D,7.71
India, 15-08-2022, D,7.87
India, 16-08-2022, D,7.66
India, 17-08-2022, D,7.69
India, 18-08-2022, D,7.61
India, 19-08-2022, D,7.66
India, 20-08-2022, D,7.71
India, 21-08-2022, D,7.69
India, 22-08-2022, D,7.84
India, 23-08-2022, D,7.89
India, 24-08-2022, D,7.89
India, 25-08-2022, D,8.15
India, 26-08-2022, D,8.33
India, 27-08-2022, D,8.32
India, 28-08-2022, D,8.38
India, 29-08-2022, D,8.29
India, 30-08-2022, D,8.54
India, 31-08-2022, D,8.28
India, 01-09-2022, D,8.32
India, 02-09-2022, D,8.13
India, 03-09-2022, D,7.97
India, 04-09-2022, D,7.89
India, 05-09-2022, D,7.79
India, 06-09-2022, D,7.67
India, 07-09-2022, D,7.71
India, 08-09-2022, D,7.6
India, 09-09-2022, D,7.59
India, 10-09-2022, D,7.45
India, 11-09-2022, D,7.41
India, 12-09-2022, D,7.31
India, 13-09-2022, D,7.09
India, 14-09-2022, D,7.03
India, 15-09-2022, D,7.06
India, 16-09-2022, D,7.09
India, 17-09-2022, D,7.03
India, 18-09-2022, D,6.87
India, 19-09-2022, D,6.84
India, 20-09-2022, D,6.85
India, 21-09-2022, D,6.79
India, 22-09-2022, D,6.79
India, 23-09-2022, D,6.84
India, 24-09-2022, D,6.66
India, 25-09-2022, D,6.48
India, 26-09-2022, D,6.48
India, 27-09-2022, D,6.4
India, 28-09-2022, D,6.42
India, 29-09-2022, D,6.42
India, 30-09-2022, D,6.44
India, 01-10-2022, D,6.55
India, 02-10-2022, D,6.53
India, 03-10-2022, D,6.52
India, 04-10-2022, D,6.48
India, 05-10-2022, D,6.49
India, 06-10-2022, D,6.41
India, 07-10-2022, D,6.56
India, 08-10-2022, D,6.63
India, 09-10-2022, D,6.77
India, 10-10-2022, D,6.96
India, 11-10-2022, D,6.98
India, 12-10-2022, D,7.32
India, 13-10-2022, D,7.66
India, 14-10-2022, D,7.74
India, 15-10-2022, D,7.93
India, 16-10-2022, D,7.84
India, 17-10-2022, D,7.97
India, 18-10-2022, D,7.96
India, 19-10-2022, D,7.86
India, 20-10-2022, D,7.77
India, 21-10-2022, D,7.96
India, 22-10-2022, D,7.95
India, 23-10-2022, D,7.92
India, 24-10-2022, D,7.9
India, 25-10-2022, D,7.85
India, 26-10-2022, D,7.89
India, 27-10-2022, D,8.02
India, 28-10-2022, D,7.97
India, 29-10-2022, D,7.85
India, 30-10-2022, D,7.75
India, 31-10-2022, D,7.62
India, 01-11-2022, D,7.62
India, 02-11-2022, D,7.66
India, 03-11-2022, D,7.75
India, 04-11-2022, D,7.75
India, 05-11-2022, D,7.79
India, 06-11-2022, D,7.68
India, 07-11-2022, D,7.65
India, 08-11-2022, D,7.65
India, 09-11-2022, D,7.61
India, 10-11-2022, D,7.61
India, 11-11-2022, D,7.48
India, 12-11-2022, D,7.36
India, 13-11-2022, D,7.15
India, 14-11-2022, D,7.02
India, 15-11-2022, D,7
India, 16-11-2022, D,6.82
India, 17-11-2022, D,6.98
India, 18-11-2022, D,7.37
India, 19-11-2022, D,7.53
India, 20-11-2022, D,7.59
India, 21-11-2022, D,7.73
India, 22-11-2022, D,7.72
India, 23-11-2022, D,7.74
India, 24-11-2022, D,7.74
India, 25-11-2022, D,7.76
India, 26-11-2022, D,7.74
India, 27-11-2022, D,7.78
India, 28-11-2022, D,7.92
India, 29-11-2022, D,8.05
India, 30-11-2022, D,8.09
India, 01-12-2022, D,8.15
India, 02-12-2022, D,8.12
India, 03-12-2022, D,8.1
India, 04-12-2022, D,8.08
India, 05-12-2022, D,8.15
India, 06-12-2022, D,8.21
India, 07-12-2022, D,8.27
India, 08-12-2022, D,8.31
India, 09-12-2022, D,8.38
India, 10-12-2022, D,8.25
India, 11-12-2022, D,8.37
India, 12-12-2022, D,8.52
India, 13-12-2022, D,8.6
India, 14-12-2022, D,8.69
India, 15-12-2022, D,8.9
India, 16-12-2022, D,9.26
India, 17-12-2022, D,9.31
India, 18-12-2022, D,9.1
India, 19-12-2022, D,9.11
India, 20-12-2022, D,9
India, 21-12-2022, D,8.75
India, 22-12-2022, D,8.9
India, 23-12-2022, D,8.98
India, 24-12-2022, D,8.94
India, 25-12-2022, D,8.69
India, 26-12-2022, D,8.56
India, 27-12-2022, D,8.53
India, 28-12-2022, D,8.42
India, 29-12-2022, D,8.4
India, 30-12-2022, D,8.42
India, 31-12-2022, D,8.32
